ts,u,i,label,idx
849824,1,4,u0_i3,1806
850148,4,1,u3_i0,1807
850729,1,6,u0_i5,1808
851053,6,1,u5_i0,1809
851536,1,3,u0_i2,1810
851860,3,1,u2_i0,1811
852387,1,6,u0_i5,1812
852710,6,1,u5_i0,1813
853264,1,3,u0_i2,1814
853588,3,1,u2_i0,1815
854149,1,6,u0_i5,1816
854473,6,1,u5_i0,1817
854985,1,4,u0_i3,1818
855308,4,1,u3_i0,1819
855764,1,2,u0_i1,1820
856088,2,1,u1_i0,1821
856509,1,2,u0_i1,1822
856829,2,1,u1_i0,1823
857323,1,2,u0_i1,1824
857644,2,1,u1_i0,1825
858251,1,5,u0_i4,1826
858576,5,1,u4_i0,1827
858954,1,2,u0_i1,1828
859278,2,1,u1_i0,1829
859708,1,4,u0_i3,1830
860035,4,1,u3_i0,1831
860445,1,2,u0_i1,1832
860768,2,1,u1_i0,1833
861325,1,3,u0_i2,1834
861649,3,1,u2_i0,1835
862223,1,4,u0_i3,1836
862546,4,1,u3_i0,1837
863034,1,2,u0_i1,1838
863358,2,1,u1_i0,1839
863748,1,2,u0_i1,1840
864067,2,1,u1_i0,1841
864594,1,3,u0_i2,1842
864918,3,1,u2_i0,1843
865505,1,6,u0_i5,1844
865829,6,1,u5_i0,1845
866447,1,4,u0_i3,1846
866770,4,1,u3_i0,1847
867204,1,3,u0_i2,1848
867527,3,1,u2_i0,1849
868039,1,5,u0_i4,1850
868362,5,1,u4_i0,1851
868825,1,4,u0_i3,1852
869149,4,1,u3_i0,1853
869687,1,6,u0_i5,1854
870011,6,1,u5_i0,1855
870430,1,5,u0_i4,1856
870756,5,1,u4_i0,1857
871279,1,4,u0_i3,1858
871603,4,1,u3_i0,1859
872200,1,3,u0_i2,1860
872523,3,1,u2_i0,1861
872945,1,5,u0_i4,1862
873272,5,1,u4_i0,1863
873806,1,3,u0_i2,1864
874130,3,1,u2_i0,1865
874708,1,6,u0_i5,1866
875031,6,1,u5_i0,1867
875651,1,2,u0_i1,1868
875975,2,1,u1_i0,1869
876411,1,2,u0_i1,1870
876732,2,1,u1_i0,1871
877261,1,2,u0_i1,1872
877582,2,1,u1_i0,1873
878062,1,6,u0_i5,1874
878385,6,1,u5_i0,1875
878900,1,3,u0_i2,1876
879224,3,1,u2_i0,1877
879654,1,4,u0_i3,1878
879976,4,1,u3_i0,1879
880593,1,2,u0_i1,1880
880917,2,1,u1_i0,1881
881412,1,6,u0_i5,1882
881735,6,1,u5_i0,1883
882121,1,5,u0_i4,1884
882445,5,1,u4_i0,1885
883065,1,3,u0_i2,1886
883389,3,1,u2_i0,1887
883801,1,5,u0_i4,1888
884126,5,1,u4_i0,1889
884732,1,5,u0_i4,1890
885055,5,1,u4_i0,1891
885655,1,2,u0_i1,1892
885979,2,1,u1_i0,1893
886545,1,3,u0_i2,1894
886868,3,1,u2_i0,1895
887354,1,2,u0_i1,1896
887679,2,1,u1_i0,1897
888262,1,5,u0_i4,1898
888588,5,1,u4_i0,1899
889151,1,6,u0_i5,1900
889474,6,1,u5_i0,1901
889868,1,6,u0_i5,1902
890187,6,1,u5_i0,1903
890692,1,5,u0_i4,1904
891018,5,1,u4_i0,1905
891581,1,6,u0_i5,1906
891907,6,1,u5_i0,1907
892325,1,4,u0_i3,1908
892648,4,1,u3_i0,1909
893179,1,6,u0_i5,1910
893502,6,1,u5_i0,1911
894087,1,6,u0_i5,1912
894408,6,1,u5_i0,1913
894665,1,1,u0_i0,1914
